product_name,brand,merchant,description,purchase_type,amount,category
Boldfit Protein Shaker,Boldfit,Fitness Store,premium protein shaker from Boldfit,OFFLINE,45982.08,Sports & Fitness
Nestle Toothpaste,Nestle,Local Grocery,standard toothpaste from Nestle,ONLINE,781.48,Food & Groceries
Nestle Household Essentials Pack,Nestle,Zepto,daily use household essentials pack from Nestle,ONLINE,4792.16,Food & Groceries
McDonald's Pizza,McDonald's,Swiggy,professional pizza from McDonald's,OFFLINE,881.6,Food & Beverages
Amul Groceries,Amul,Zepto,professional groceries from Amul,OFFLINE,186.06,Food & Groceries
Generic Miscellaneous Purchase,Generic,Marketplace,portable miscellaneous purchase from Generic,OFFLINE,3101.93,Other
Classic Decor Accessory,Classic,Marketplace,wireless decor accessory from Classic,ONLINE,1108.45,Other
Urban Utility Item,Urban,General Store,portable utility item from Urban,ONLINE,1283.35,Other
Allen Solly Cotton Shirt,Allen Solly,Nike Store,classic cotton shirt from Allen Solly,OFFLINE,7982.17,Fashion
Nilkamal Shoe Cabinet,Nilkamal,Home Centre,premium shoe cabinet from Nilkamal,ONLINE,82963.14,Furniture
Canon Pen Set,Canon,Local Stationery,portable pen set from Canon,OFFLINE,14912.18,Office
Urban Gift Item,Urban,General Store,standard gift item from Urban,ONLINE,8171.98,Other
Toyota Helmet,Toyota,Local Auto Store,classic helmet from Toyota,ONLINE,22518.58,Vehicles
Pepperfry Bookshelf,Pepperfry,Urban Ladder,premium bookshelf from Pepperfry,ONLINE,67465.75,Furniture
Toyota Bike Service,Toyota,Tata Motors,durable bike service from Toyota,ONLINE,27895.45,Vehicles
Nivia Cricket Bat,Nivia,Sports Station,wireless cricket bat from Nivia,ONLINE,36820.13,Sports
Decathlon Gym Bench,Decathlon,Fitness Store,professional gym bench from Decathlon,ONLINE,28673.52,Sports & Fitness
Adidas Basketball,Adidas,Sports Station,portable basketball from Adidas,OFFLINE,60018.32,Sports
TVS Bike Tyre,TVS,Hyundai Service,premium bike tyre from TVS,OFFLINE,21309.64,Vehicles
Yonex Skipping Rope,Yonex,Sports Station,compact skipping rope from Yonex,ONLINE,29007.43,Sports
Maruti Suzuki Car Tyre,Maruti Suzuki,Hyundai Service,premium car tyre from Maruti Suzuki,ONLINE,79301.11,Vehicles
Yonex Cycling Helmet,Yonex,Amazon,classic cycling helmet from Yonex,ONLINE,44945.69,Sports
Wakefit Dining Table,Wakefit,Pepperfry,classic dining table from Wakefit,ONLINE,79598.55,Furniture
Everyday Travel Accessory,Everyday,Amazon,portable travel accessory from Everyday,ONLINE,10357.84,Other
Dove Rice,Dove,BigBasket,premium rice from Dove,OFFLINE,4302.74,Food & Groceries
Honda Bike Service,Honda,Hyundai Service,durable bike service from Honda,ONLINE,3456.2,Vehicles
LG Laptop,LG,Flipkart,daily use laptop from LG,OFFLINE,87503.87,Electronics
Pilot Notebook,Pilot,Amazon,classic notebook from Pilot,OFFLINE,21807.13,Office
Hyundai Car Floor Mats,Hyundai,Bajaj Auto,wireless car floor mats from Hyundai,ONLINE,54875.61,Vehicles
Fitbit Workout Gloves,Fitbit,Cult Store,durable workout gloves from Fitbit,OFFLINE,3137.62,Sports & Fitness
Pepperfry Bookshelf,Pepperfry,Urban Ladder,classic bookshelf from Pepperfry,OFFLINE,9862.29,Furniture
H&M Winter Sweater,H&M,Shoppers Stop,wireless winter sweater from H&M,OFFLINE,24004.64,Fashion
Cafe Coffee Day Meal Order,Cafe Coffee Day,Local Cafe,premium meal order from Cafe Coffee Day,ONLINE,3168.87,Food & Beverages
Britannia Milk,Britannia,Local Grocery,compact milk from Britannia,OFFLINE,3630.59,Food & Groceries
W Jeans,W,Ajio,compact jeans from W,OFFLINE,9222.34,Fashion
McDonald's Restaurant Dinner,McDonald's,Zomato,professional restaurant dinner from McDonald's,ONLINE,337.93,Food & Beverages
Canon Whiteboard,Canon,Local Stationery,new whiteboard from Canon,ONLINE,14796.16,Office
Whirlpool Air Cooler,Whirlpool,Reliance Digital,professional air cooler from Whirlpool,ONLINE,28920.78,Home Appliances
TP-Link Power Bank,TP-Link,Mi Store,premium power bank from TP-Link,ONLINE,4559.79,Gadgets
Levis Dress,Levis,Nike Store,daily use dress from Levis,ONLINE,12560.93,Fashion
W Running Shoes,W,Myntra,portable running shoes from W,OFFLINE,29183.81,Fashion
Portronics Fast Charger,Portronics,Flipkart,professional fast charger from Portronics,OFFLINE,4212.46,Gadgets
Biba Sunglasses,Biba,Amazon,premium sunglasses from Biba,OFFLINE,6955.16,Fashion
Generic Miscellaneous Item,Generic,Amazon,professional miscellaneous item from Generic,OFFLINE,7836.16,Other
Cult Exercise Bike,Cult,Decathlon,standard exercise bike from Cult,OFFLINE,15266.18,Sports & Fitness
HP Notebook,HP,Amazon,standard notebook from HP,ONLINE,9639.3,Office
Nilkamal Wardrobe,Nilkamal,Urban Ladder,durable wardrobe from Nilkamal,OFFLINE,56375.19,Furniture
Everyday Miscellaneous Item,Everyday,General Store,wireless miscellaneous item from Everyday,OFFLINE,2180.29,Other
Nilkamal Wardrobe,Nilkamal,Home Centre,compact wardrobe from Nilkamal,OFFLINE,55112.57,Furniture
Staedtler Pen Set,Staedtler,Flipkart,premium pen set from Staedtler,OFFLINE,9032.79,Office
Subway Cafe Breakfast,Subway,Local Cafe,wireless cafe breakfast from Subway,ONLINE,2315.05,Food & Beverages
Pepperfry Study Table,Pepperfry,Urban Ladder,professional study table from Pepperfry,ONLINE,22300.46,Furniture
Pepperfry Wardrobe,Pepperfry,Pepperfry,compact wardrobe from Pepperfry,OFFLINE,34023.85,Furniture
LG Tablet,LG,Flipkart,professional tablet from LG,ONLINE,119981.23,Electronics
Adidas Jacket,Adidas,Shoppers Stop,premium jacket from Adidas,OFFLINE,21872.59,Fashion
McDonald's Beverage,McDonald's,Zomato,compact beverage from McDonald's,OFFLINE,251.83,Food & Beverages
boAt Smart Plug,boAt,Amazon,wireless smart plug from boAt,ONLINE,14542.32,Gadgets
Toyota Car Battery,Toyota,Hyundai Service,compact car battery from Toyota,OFFLINE,39184.48,Vehicles
Cosco Cycling Helmet,Cosco,Decathlon,durable cycling helmet from Cosco,ONLINE,36485.82,Sports
Decathlon Badminton Racket,Decathlon,Decathlon,premium badminton racket from Decathlon,OFFLINE,11013.69,Sports
HP Printer Paper,HP,Reliance Smart,new printer paper from HP,ONLINE,19363.72,Office
W Cotton Shirt,W,Myntra,classic cotton shirt from W,ONLINE,4832.52,Fashion
Godrej Refrigerator,Godrej,Reliance Digital,compact refrigerator from Godrej,ONLINE,49916.09,Home Appliances
Sony Television,Sony,Vijay Sales,durable television from Sony,ONLINE,15001.17,Electronics
Nivia Cricket Bat,Nivia,Sports Station,daily use cricket bat from Nivia,OFFLINE,8449.95,Sports
HP Television,HP,Flipkart,wireless television from HP,ONLINE,140106.02,Electronics
Staedtler Calculator,Staedtler,Flipkart,daily use calculator from Staedtler,OFFLINE,23097.03,Office
Philips Vacuum Cleaner,Philips,Flipkart,daily use vacuum cleaner from Philips,OFFLINE,18831.68,Home Appliances
McDonald's Biryani,McDonald's,Swiggy,standard biryani from McDonald's,ONLINE,413.93,Food & Beverages
Logitech Phone Stand,Logitech,Mi Store,daily use phone stand from Logitech,ONLINE,1682.42,Gadgets
Godrej Air Fryer,Godrej,Reliance Digital,premium air fryer from Godrej,OFFLINE,39918.76,Home Appliances
boAt Smart Plug,boAt,Amazon,new smart plug from boAt,ONLINE,2733.6,Gadgets
Mi Wireless Charger,Mi,Flipkart,durable wireless charger from Mi,ONLINE,3636.1,Gadgets
TVS Car Tyre,TVS,Local Auto Store,professional car tyre from TVS,OFFLINE,23061.82,Vehicles
Starbucks Dessert,Starbucks,Starbucks,portable dessert from Starbucks,ONLINE,2641.04,Food & Beverages
Nivia Skipping Rope,Nivia,Nike Store,durable skipping rope from Nivia,OFFLINE,4320.88,Sports
Nivia Resistance Bands,Nivia,Amazon,daily use resistance bands from Nivia,ONLINE,41184.04,Sports
Britannia Bread,Britannia,BigBasket,daily use bread from Britannia,ONLINE,4872.17,Food & Groceries
Nilkamal Dining Table,Nilkamal,Pepperfry,standard dining table from Nilkamal,ONLINE,47242.53,Furniture
Nivia Badminton Racket,Nivia,Nike Store,classic badminton racket from Nivia,ONLINE,56109.68,Sports
Amul Toothpaste,Amul,Blinkit,new toothpaste from Amul,ONLINE,5343.71,Food & Groceries
Tata Car Battery,Tata,Hyundai Service,premium car battery from Tata,OFFLINE,78473.43,Vehicles
Dell Printer,Dell,Samsung Store,wireless printer from Dell,OFFLINE,107208.95,Electronics
Lenovo Camera,Lenovo,Amazon,wireless camera from Lenovo,OFFLINE,131755.71,Electronics
Yonex Gym Gloves,Yonex,Sports Station,portable gym gloves from Yonex,ONLINE,40139.81,Sports
Cosco Basketball,Cosco,Decathlon,professional basketball from Cosco,ONLINE,66771.18,Sports
Tata Helmet,Tata,Tata Motors,classic helmet from Tata,ONLINE,23237.02,Vehicles
Anker Power Bank,Anker,Mi Store,professional power bank from Anker,OFFLINE,2952.39,Gadgets
Godrej Refrigerator,Godrej,Home Centre,portable refrigerator from Godrej,OFFLINE,11552.43,Home Appliances
Biba Cotton Shirt,Biba,Shoppers Stop,professional cotton shirt from Biba,OFFLINE,3171.34,Fashion
Samsung Washing Machine,Samsung,Home Centre,professional washing machine from Samsung,ONLINE,79794.88,Home Appliances
Puma Dress,Puma,Amazon,compact dress from Puma,ONLINE,23092.84,Fashion
Decathlon Gym Gloves,Decathlon,Amazon,classic gym gloves from Decathlon,ONLINE,70062.15,Sports
Levis Backpack,Levis,Lifestyle,new backpack from Levis,OFFLINE,20602.55,Fashion
Noise Charging Cable,Noise,Reliance Digital,daily use charging cable from Noise,OFFLINE,14369.68,Gadgets
Urban Ladder Coffee Table,Urban Ladder,Local Furniture Store,wireless coffee table from Urban Ladder,ONLINE,74136.88,Furniture
Haier Vacuum Cleaner,Haier,Flipkart,daily use vacuum cleaner from Haier,OFFLINE,107156.89,Home Appliances
Classmate Stapler,Classmate,Local Stationery,professional stapler from Classmate,OFFLINE,701.37,Office
Fitbit Massage Gun,Fitbit,Cult Store,classic massage gun from Fitbit,ONLINE,14396.95,Sports & Fitness
Dove Vegetables,Dove,Reliance Smart,durable vegetables from Dove,ONLINE,2558.68,Food & Groceries
Maruti Suzuki Vehicle Insurance Accessory,Maruti Suzuki,Bajaj Auto,durable vehicle insurance accessory from Maruti Suzuki,ONLINE,70777.06,Vehicles
Generic Personal Care Item,Generic,General Store,new personal care item from Generic,ONLINE,11737.32,Other
W Winter Sweater,W,Amazon,professional winter sweater from W,OFFLINE,24487.85,Fashion
Bosch Water Purifier,Bosch,Home Centre,compact water purifier from Bosch,ONLINE,27119.12,Home Appliances
Classmate Pen Set,Classmate,Amazon,classic pen set from Classmate,ONLINE,18264.83,Office
Samsung Dishwasher,Samsung,Home Centre,daily use dishwasher from Samsung,OFFLINE,60711.21,Home Appliances
IFB Water Purifier,IFB,Flipkart,professional water purifier from IFB,ONLINE,17450.26,Home Appliances
KFC Dessert,KFC,Zomato,compact dessert from KFC,ONLINE,2871.04,Food & Beverages
Pepperfry Study Table,Pepperfry,Urban Ladder,compact study table from Pepperfry,ONLINE,24200.42,Furniture
Portronics Charging Cable,Portronics,Reliance Digital,portable charging cable from Portronics,OFFLINE,13653.16,Gadgets
Wakefit Shoe Cabinet,Wakefit,Local Furniture Store,portable shoe cabinet from Wakefit,ONLINE,69882.1,Furniture
Haldiram's Burger Meal,Haldiram's,KFC,classic burger meal from Haldiram's,ONLINE,3997.67,Food & Beverages
Decathlon Skipping Rope,Decathlon,Sports Station,daily use skipping rope from Decathlon,ONLINE,64739.15,Sports
Mahindra Helmet,Mahindra,Bajaj Auto,durable helmet from Mahindra,OFFLINE,15858.48,Vehicles
Dove Wheat Flour,Dove,Blinkit,daily use wheat flour from Dove,OFFLINE,1875.3,Food & Groceries
Classmate Desk Organizer,Classmate,Amazon,professional desk organizer from Classmate,OFFLINE,19173.21,Office
Canon Stapler,Canon,Office Depot,professional stapler from Canon,ONLINE,8016.64,Office
Dove Toothpaste,Dove,DMart,classic toothpaste from Dove,ONLINE,5125.72,Food & Groceries
Haldiram's Biryani,Haldiram's,McDonald's,standard biryani from Haldiram's,OFFLINE,4284.46,Food & Beverages
Nivia Gym Gloves,Nivia,Flipkart,new gym gloves from Nivia,ONLINE,4375.8,Sports
IFB Air Fryer,IFB,Reliance Digital,daily use air fryer from IFB,ONLINE,85586.68,Home Appliances
Samsung Monitor,Samsung,Amazon,daily use monitor from Samsung,ONLINE,12730.89,Electronics
Puma Kurta,Puma,Ajio,portable kurta from Puma,ONLINE,11185.58,Fashion
TVS Engine Oil Service,TVS,Hyundai Service,compact engine oil service from TVS,OFFLINE,6670.83,Vehicles
Britannia Wheat Flour,Britannia,Blinkit,wireless wheat flour from Britannia,ONLINE,2711.9,Food & Groceries
Britannia Shampoo,Britannia,BigBasket,wireless shampoo from Britannia,ONLINE,895.02,Food & Groceries
Generic Travel Accessory,Generic,Local Store,daily use travel accessory from Generic,OFFLINE,1007.85,Other
Tata Detergent,Tata,Zepto,premium detergent from Tata,ONLINE,3988.24,Food & Groceries
ASUS Gaming Console,ASUS,Flipkart,durable gaming console from ASUS,OFFLINE,120656.62,Electronics
Dove Rice,Dove,DMart,standard rice from Dove,OFFLINE,3812.03,Food & Groceries
Puma Running Shoes,Puma,Ajio,premium running shoes from Puma,OFFLINE,6461.33,Fashion
Honda Car Service Package,Honda,Bajaj Auto,daily use car service package from Honda,OFFLINE,41137.4,Vehicles
Fortune Household Essentials Pack,Fortune,Zepto,daily use household essentials pack from Fortune,ONLINE,2673.62,Food & Groceries
Levis Formal Trousers,Levis,Lifestyle,daily use formal trousers from Levis,OFFLINE,21747.54,Fashion
Philips Air Fryer,Philips,Home Centre,new air fryer from Philips,OFFLINE,33125.55,Home Appliances
Dell Keyboard,Dell,Croma,compact keyboard from Dell,ONLINE,61643.69,Electronics
Mi Charging Cable,Mi,Amazon,compact charging cable from Mi,OFFLINE,8545.25,Gadgets
IKEA Coffee Table,IKEA,Pepperfry,standard coffee table from IKEA,OFFLINE,9787.92,Furniture
TP-Link Wireless Charger,TP-Link,Reliance Digital,standard wireless charger from TP-Link,ONLINE,12384.33,Gadgets
Cult Protein Shaker,Cult,Fitness Store,professional protein shaker from Cult,OFFLINE,44345.8,Sports & Fitness
Godrej Water Purifier,Godrej,Reliance Digital,wireless water purifier from Godrej,ONLINE,63668.5,Home Appliances
Adidas Dress,Adidas,Nike Store,portable dress from Adidas,OFFLINE,2271.07,Fashion
Sony Camera,Sony,Samsung Store,new camera from Sony,OFFLINE,96030.83,Electronics
Wakefit Dining Table,Wakefit,Urban Ladder,new dining table from Wakefit,OFFLINE,93806.26,Furniture
Subway Soft Drink,Subway,Starbucks,wireless soft drink from Subway,OFFLINE,2669.43,Food & Beverages
Yonex Resistance Bands,Yonex,Decathlon,standard resistance bands from Yonex,OFFLINE,29019.73,Sports
Starbucks Soft Drink,Starbucks,Starbucks,classic soft drink from Starbucks,OFFLINE,4332.53,Food & Beverages
Levis Formal Trousers,Levis,Lifestyle,classic formal trousers from Levis,OFFLINE,3472.06,Fashion
Decathlon Protein Shaker,Decathlon,Cult Store,professional protein shaker from Decathlon,OFFLINE,48306.36,Sports & Fitness
Subway Dessert,Subway,McDonald's,standard dessert from Subway,OFFLINE,1566.23,Food & Beverages
TVS Dash Camera,TVS,Local Auto Store,compact dash camera from TVS,OFFLINE,5840.54,Vehicles
Everyday Key Holder,Everyday,General Store,standard key holder from Everyday,OFFLINE,8698.97,Other
Wakefit Bed Frame,Wakefit,Urban Ladder,durable bed frame from Wakefit,ONLINE,6492.69,Furniture
Classmate Office Supplies Pack,Classmate,Office Depot,new office supplies pack from Classmate,OFFLINE,24033.01,Office
Voltas Induction Cooktop,Voltas,Amazon,portable induction cooktop from Voltas,OFFLINE,29604.16,Home Appliances
Faber-Castell Pen Set,Faber-Castell,Flipkart,compact pen set from Faber-Castell,OFFLINE,2327.28,Office
Pepperfry Office Chair,Pepperfry,Local Furniture Store,standard office chair from Pepperfry,OFFLINE,73763.93,Furniture
Surf Excel Toothpaste,Surf Excel,BigBasket,daily use toothpaste from Surf Excel,OFFLINE,1543.26,Food & Groceries
Generic Decor Accessory,Generic,Local Store,portable decor accessory from Generic,ONLINE,4884.61,Other
TVS Brake Pads,TVS,Hyundai Service,portable brake pads from TVS,ONLINE,6467.1,Vehicles
Adidas Cricket Bat,Adidas,Nike Store,new cricket bat from Adidas,ONLINE,50967.38,Sports
Toyota Dash Camera,Toyota,Tata Motors,compact dash camera from Toyota,OFFLINE,45186.38,Vehicles
KFC Biryani,KFC,KFC,compact biryani from KFC,ONLINE,4357.99,Food & Beverages
Zara Running Shoes,Zara,Amazon,compact running shoes from Zara,OFFLINE,14282.21,Fashion
Wakefit Bookshelf,Wakefit,Urban Ladder,wireless bookshelf from Wakefit,ONLINE,40259.4,Furniture
Godrej Refrigerator,Godrej,Amazon,standard refrigerator from Godrej,ONLINE,71552.91,Home Appliances
OnePlus Wireless Headphones,OnePlus,Flipkart,professional wireless headphones from OnePlus,ONLINE,41349.14,Electronics
Cult Adjustable Dumbbell Set,Cult,Cult Store,portable adjustable dumbbell set from Cult,OFFLINE,14632.78,Sports & Fitness
Honda Wiper Blades,Honda,Tata Motors,professional wiper blades from Honda,ONLINE,50759.02,Vehicles
Nivia Gym Gloves,Nivia,Decathlon,compact gym gloves from Nivia,ONLINE,67538.04,Sports
LG Vacuum Cleaner,LG,Flipkart,professional vacuum cleaner from LG,OFFLINE,42262.63,Home Appliances
Kokuyo File Folder,Kokuyo,Flipkart,classic file folder from Kokuyo,OFFLINE,22934.43,Office
Garmin Fitness Watch,Garmin,Cult Store,daily use fitness watch from Garmin,OFFLINE,8599.13,Sports & Fitness
boAt Phone Stand,boAt,Amazon,compact phone stand from boAt,OFFLINE,861.71,Gadgets
W Sneakers,W,Amazon,classic sneakers from W,ONLINE,2195.16,Fashion
Fortune Groceries,Fortune,BigBasket,daily use groceries from Fortune,ONLINE,3279.4,Food & Groceries
Cafe Coffee Day Biryani,Cafe Coffee Day,Local Cafe,durable biryani from Cafe Coffee Day,ONLINE,938.83,Food & Beverages
boAt Wireless Charger,boAt,Croma,daily use wireless charger from boAt,OFFLINE,12226.37,Gadgets
Zara Running Shoes,Zara,Myntra,professional running shoes from Zara,OFFLINE,19190.23,Fashion
Garmin Resistance Tube Set,Garmin,Fitness Store,standard resistance tube set from Garmin,ONLINE,50267.54,Sports & Fitness
Urban Key Holder,Urban,General Store,standard key holder from Urban,ONLINE,10769.19,Other
HP Keyboard,HP,Samsung Store,portable keyboard from HP,OFFLINE,102602.34,Electronics
Prime Storage Box,Prime,Flipkart,durable storage box from Prime,ONLINE,213.02,Other
Puma Hoodie,Puma,Nike Store,compact hoodie from Puma,ONLINE,21949.66,Fashion
Decathlon Badminton Racket,Decathlon,Nike Store,standard badminton racket from Decathlon,ONLINE,724.63,Sports
Aashirvaad Household Essentials Pack,Aashirvaad,Reliance Smart,professional household essentials pack from Aashirvaad,ONLINE,1760.85,Food & Groceries
Samsung Smartwatch,Samsung,Flipkart,wireless smartwatch from Samsung,OFFLINE,29378.04,Electronics
Fortune Rice,Fortune,Reliance Smart,professional rice from Fortune,OFFLINE,5163.52,Food & Groceries
JBL Fast Charger,JBL,Reliance Digital,professional fast charger from JBL,OFFLINE,8562.63,Gadgets
Nivia Foam Roller,Nivia,Flipkart,standard foam roller from Nivia,OFFLINE,14202.32,Sports & Fitness
Bajaj Wiper Blades,Bajaj,Tata Motors,compact wiper blades from Bajaj,OFFLINE,8929.62,Vehicles
Acer Bluetooth Speaker,Acer,Croma,compact bluetooth speaker from Acer,OFFLINE,103875.61,Electronics
Starbucks Biryani,Starbucks,KFC,professional biryani from Starbucks,OFFLINE,935.37,Food & Beverages
Pilot Ink Cartridge,Pilot,Local Stationery,standard ink cartridge from Pilot,OFFLINE,14988.62,Office
Urban Travel Accessory,Urban,Marketplace,compact travel accessory from Urban,OFFLINE,830.06,Other
Puma Dumbbells,Puma,Flipkart,portable dumbbells from Puma,OFFLINE,33182.97,Sports
Puma Basketball,Puma,Amazon,durable basketball from Puma,ONLINE,4216.91,Sports
Boldfit Fitness Watch,Boldfit,Cult Store,new fitness watch from Boldfit,OFFLINE,47422.25,Sports & Fitness
Zara Hoodie,Zara,Lifestyle,durable hoodie from Zara,ONLINE,5093.67,Fashion
Britannia Groceries,Britannia,DMart,new groceries from Britannia,ONLINE,3874.52,Food & Groceries
Nike Treadmill,Nike,Amazon,classic treadmill from Nike,ONLINE,51952.6,Sports
